ref_id,ssim,batch_file,quality
0004850,0.47864781047984967,batch_0-100.arrow,LOW
0004851,0.4741401494332274,batch_0-100.arrow,LOW
0004852,0.5457588351286282,batch_0-100.arrow,HIGH
0004853,0.5314904688223425,batch_0-100.arrow,HIGH
0004854,0.4974142513895701,batch_0-100.arrow,LOW
0004856,0.3188109343144936,batch_0-100.arrow,LOW
0004857,0.28963064253687265,batch_0-100.arrow,LOW
0004858,0.5000855876396461,batch_0-100.arrow,HIGH
0004859,0.47114197740200353,batch_0-100.arrow,LOW
0004860,0.7013385475243837,batch_0-100.arrow,HIGH
0004861,0.6245095935039039,batch_0-100.arrow,HIGH
0004864,0.5484526804464102,batch_0-100.arrow,HIGH
0004866,0.5857522438353442,batch_0-100.arrow,HIGH
0004868,0.6363797346357091,batch_0-100.arrow,HIGH
0004869,0.5991495487286653,batch_0-100.arrow,HIGH
0004870,0.6168247338241073,batch_0-100.arrow,HIGH
0004872,0.5111657150591569,batch_0-100.arrow,HIGH
0004873,0.5287825754270102,batch_0-100.arrow,HIGH
0004874,0.17243503756394588,batch_0-100.arrow,LOW
0004876,0.5359833112037996,batch_0-100.arrow,HIGH
0004877,0.43929971701317766,batch_0-100.arrow,LOW
0004879,0.6059157301941765,batch_0-100.arrow,HIGH
0004881,0.7068467183342003,batch_0-100.arrow,HIGH
0004882,0.5275496446117051,batch_0-100.arrow,HIGH
0004883,0.4803267022216182,batch_0-100.arrow,LOW
0004884,0.591979712465473,batch_0-100.arrow,HIGH
0004885,0.5084872107319772,batch_0-100.arrow,HIGH
0004887,0.6668416666397642,batch_0-100.arrow,HIGH
0004888,0.4803640583273306,batch_0-100.arrow,LOW
0004889,0.5827630173329149,batch_0-100.arrow,HIGH
0004890,0.637542469306782,batch_0-100.arrow,HIGH
0004892,0.6373067681465255,batch_0-100.arrow,HIGH
0004893,0.5221549939547292,batch_0-100.arrow,HIGH
0004895,0.13150732675685073,batch_0-100.arrow,LOW
0004898,0.3820258836087895,batch_0-100.arrow,LOW
0004899,0.6769388057118886,batch_0-100.arrow,HIGH
0004900,0.29438716111230545,batch_0-100.arrow,LOW
0004901,0.2126156832705769,batch_0-100.arrow,LOW
0004902,0.4673443285406804,batch_0-100.arrow,LOW
0004903,0.31954501697576726,batch_0-100.arrow,LOW
0004904,0.5736933773053492,batch_0-100.arrow,HIGH
0004905,0.4758844004034042,batch_0-100.arrow,LOW
0004906,0.2531721542741971,batch_0-100.arrow,LOW
0004908,0.5528874196419533,batch_0-100.arrow,HIGH
0004909,0.5326875996425295,batch_0-100.arrow,HIGH
0004910,0.13676803105209798,batch_0-100.arrow,LOW
0004913,0.495603289195063,batch_0-100.arrow,LOW
0004914,0.43647884587748975,batch_0-100.arrow,LOW
0004918,0.45004306346014666,batch_0-100.arrow,LOW
0004920,0.617776280145599,batch_0-100.arrow,HIGH
0004921,0.32062824936301443,batch_0-100.arrow,LOW
0004923,0.4775266696331162,batch_0-100.arrow,LOW
0004925,0.5496672375693364,batch_0-100.arrow,HIGH
0004928,0.4450871881356297,batch_0-100.arrow,LOW
0004932,0.5839668095464656,batch_0-100.arrow,HIGH
0004933,0.5072929264918344,batch_0-100.arrow,HIGH
0004936,0.48770340021950664,batch_0-100.arrow,LOW
0004937,0.5414246659450511,batch_0-100.arrow,HIGH
0004939,0.5282327000591417,batch_0-100.arrow,HIGH
0004941,0.6852994992822107,batch_0-100.arrow,HIGH
0004942,0.6371055085984109,batch_0-100.arrow,HIGH
0004943,0.44726014842401773,batch_0-100.arrow,LOW
0004944,0.4256424255174955,batch_0-100.arrow,LOW
0004945,0.5629708015391367,batch_0-100.arrow,HIGH
0004948,0.1073586579482267,batch_0-100.arrow,LOW
0004949,0.5065707867167403,batch_0-100.arrow,HIGH
0004951,0.5273951328504678,batch_0-100.arrow,HIGH
0004953,0.5792253052756908,batch_0-100.arrow,HIGH
0004955,0.7477720233972525,batch_0-100.arrow,HIGH
0004957,0.45003427267975704,batch_0-100.arrow,LOW
0004958,0.5806210957645451,batch_0-100.arrow,HIGH
0004960,0.6134766572168595,batch_0-100.arrow,HIGH
0004966,0.3728737591956579,batch_0-100.arrow,LOW
0004967,0.524048986251004,batch_0-100.arrow,HIGH
0004968,0.48135600846651033,batch_0-100.arrow,LOW
0004969,0.44239302116000073,batch_0-100.arrow,LOW
0004972,0.4662327577141118,batch_0-100.arrow,LOW
0004973,0.3891426273315612,batch_0-100.arrow,LOW
0004974,0.4952964655547037,batch_0-100.arrow,LOW
0004975,0.6362576179809283,batch_0-100.arrow,HIGH
0004976,0.19465712753617104,batch_0-100.arrow,LOW
0004977,0.6757867082519565,batch_0-100.arrow,HIGH
0004978,0.5184805632205426,batch_0-100.arrow,HIGH
0004979,0.4827439414759295,batch_0-100.arrow,LOW
0004980,0.5551298581595403,batch_0-100.arrow,HIGH
0004982,0.4443483742297498,batch_0-100.arrow,LOW
0004983,0.4739839009886671,batch_0-100.arrow,LOW
0004984,0.16055848476918202,batch_0-100.arrow,LOW
0004985,0.27074351203587277,batch_0-100.arrow,LOW
0004986,0.4721211945415142,batch_0-100.arrow,LOW
0004987,0.4495094059349651,batch_0-100.arrow,LOW
0004990,0.6480045056582665,batch_0-100.arrow,HIGH
0004991,0.39083327720055044,batch_0-100.arrow,LOW
0004993,0.47351071250555216,batch_0-100.arrow,LOW
0004994,0.6210447641215961,batch_0-100.arrow,HIGH
0004996,0.40525952950792626,batch_0-100.arrow,LOW
0004997,0.5213811233592129,batch_0-100.arrow,HIGH
0004999,0.17717337887531984,batch_0-100.arrow,LOW
0005000,0.5288357046147122,batch_100-200.arrow,HIGH
0005001,0.4397792244683016,batch_100-200.arrow,LOW
0005002,0.40965704083849674,batch_100-200.arrow,LOW
0005003,0.5023367659132923,batch_100-200.arrow,HIGH
0005004,0.5421079010128569,batch_100-200.arrow,HIGH
0005005,0.3987818773245575,batch_100-200.arrow,LOW
0005007,0.10610421730799312,batch_100-200.arrow,LOW
0005008,0.35649373783340893,batch_100-200.arrow,LOW
0005009,0.22262487831225428,batch_100-200.arrow,LOW
0005010,0.6810647689407109,batch_100-200.arrow,HIGH
0005011,0.47560125065927594,batch_100-200.arrow,LOW
0005012,0.5306314870447141,batch_100-200.arrow,HIGH
0005013,0.48077983629662024,batch_100-200.arrow,LOW
0005014,0.5803833714595912,batch_100-200.arrow,HIGH
0005015,0.5000309752853237,batch_100-200.arrow,HIGH
0005017,0.633014290864433,batch_100-200.arrow,HIGH
0005018,0.36252982806009504,batch_100-200.arrow,LOW
0005019,0.3733240366444807,batch_100-200.arrow,LOW
0005020,0.39710313518512147,batch_100-200.arrow,LOW
0005021,0.5415535764862609,batch_100-200.arrow,HIGH
0005024,0.48517682056872685,batch_100-200.arrow,LOW
0005025,0.6170535849663056,batch_100-200.arrow,HIGH
0005028,0.335477335729415,batch_100-200.arrow,LOW
0005029,0.473439207657846,batch_100-200.arrow,LOW
0005030,0.37349909216669214,batch_100-200.arrow,LOW
0005031,0.6133199930461976,batch_100-200.arrow,HIGH
0005032,0.5797357941950825,batch_100-200.arrow,HIGH
0005035,0.5011896768324506,batch_100-200.arrow,HIGH
0005037,0.4872372985039648,batch_100-200.arrow,LOW
0005039,0.17332663502866827,batch_100-200.arrow,LOW
0005040,0.44051772201985506,batch_100-200.arrow,LOW
0005041,0.5226692714739517,batch_100-200.arrow,HIGH
0005043,0.5515401166117215,batch_100-200.arrow,HIGH
0005045,0.6435054447264046,batch_100-200.arrow,HIGH
0005046,0.31363848912939973,batch_100-200.arrow,LOW
0005047,0.3938811551108687,batch_100-200.arrow,LOW
0005048,0.5573276643481392,batch_100-200.arrow,HIGH
0005049,0.6262769037577366,batch_100-200.arrow,HIGH
0005051,0.6260946389006375,batch_100-200.arrow,HIGH
0005054,0.5066452077833942,batch_100-200.arrow,HIGH
0005056,0.47826125773825473,batch_100-200.arrow,LOW
0005057,0.7037781029640223,batch_100-200.arrow,HIGH
0005059,0.49045409256575806,batch_100-200.arrow,LOW
0005060,0.5924617935226655,batch_100-200.arrow,HIGH
0005061,0.5479034048443109,batch_100-200.arrow,HIGH
0005063,0.42330050653264645,batch_100-200.arrow,LOW
0005064,0.6708152254265448,batch_100-200.arrow,HIGH
0005065,0.09729847064850455,batch_100-200.arrow,LOW
0005066,0.31765666526859293,batch_100-200.arrow,LOW
0005069,0.47411359582432516,batch_100-200.arrow,LOW
0005071,0.4297926057685579,batch_100-200.arrow,LOW
0005072,0.4390288125437333,batch_100-200.arrow,LOW
0005073,0.4610834329706815,batch_100-200.arrow,LOW
0005074,0.6986661664679489,batch_100-200.arrow,HIGH
0005076,0.5479747164896591,batch_100-200.arrow,HIGH
0005078,0.36715454713445556,batch_100-200.arrow,LOW
0005080,0.6456928758049236,batch_100-200.arrow,HIGH
0005081,0.46905153716239883,batch_100-200.arrow,LOW
0005083,0.35279181270349386,batch_100-200.arrow,LOW
0005084,0.5758685709759216,batch_100-200.arrow,HIGH
0005085,0.5699707319485765,batch_100-200.arrow,HIGH
0005086,0.5556136655937324,batch_100-200.arrow,HIGH
0005087,0.4805317206100737,batch_100-200.arrow,LOW
0005088,0.5456735223749424,batch_100-200.arrow,HIGH
0005091,0.37551665489385594,batch_100-200.arrow,LOW
0005092,0.5990561637831462,batch_100-200.arrow,HIGH
0005096,0.5597319110636706,batch_100-200.arrow,HIGH
0005097,0.5484252309944903,batch_100-200.arrow,HIGH
0005098,0.5105218247818325,batch_100-200.arrow,HIGH
0005099,0.5247347865130946,batch_100-200.arrow,HIGH
0005100,0.4583271908501622,batch_100-200.arrow,LOW
0005101,0.2714570949641568,batch_100-200.arrow,LOW
0005102,0.162534078738506,batch_100-200.arrow,LOW
0005103,0.6022506343383934,batch_100-200.arrow,HIGH
0005105,0.5407567830027967,batch_100-200.arrow,HIGH
0005106,0.6084526362719931,batch_100-200.arrow,HIGH
0005108,0.6387876265155428,batch_100-200.arrow,HIGH
0005111,0.45756136493851196,batch_100-200.arrow,LOW
0005112,0.5776887331553681,batch_100-200.arrow,HIGH
0005113,0.38189453806291995,batch_100-200.arrow,LOW
0005114,0.5844418783302925,batch_100-200.arrow,HIGH
0005115,0.49564731507205834,batch_100-200.arrow,LOW
0005116,0.5751875858238845,batch_100-200.arrow,HIGH
0005118,0.6510272540591,batch_100-200.arrow,HIGH
0005119,0.22213873514766014,batch_100-200.arrow,LOW
0005120,0.4488578943734846,batch_100-200.arrow,LOW
0005122,0.3607144454652267,batch_100-200.arrow,LOW
0005124,0.40076552436118357,batch_100-200.arrow,LOW
0005125,0.19747478534282392,batch_100-200.arrow,LOW
0005128,0.49866071258807154,batch_100-200.arrow,LOW
0005129,0.6891795745779289,batch_100-200.arrow,HIGH
0005131,0.6070288779733439,batch_100-200.arrow,HIGH
0005132,0.36369254095924414,batch_100-200.arrow,LOW
0005133,0.6069111749403695,batch_100-200.arrow,HIGH
0006277,0.6513619338938975,batch_1000-1100.arrow,HIGH
0006278,0.5779270550983496,batch_1000-1100.arrow,HIGH
0006282,0.40682775991988196,batch_1000-1100.arrow,LOW
0006283,0.465324615165031,batch_1000-1100.arrow,LOW
0006284,0.5080075093709842,batch_1000-1100.arrow,HIGH
0006285,0.5224263129568348,batch_1000-1100.arrow,HIGH
0006288,0.5533283689868079,batch_1000-1100.arrow,HIGH
0006289,0.49693778605857264,batch_1000-1100.arrow,LOW
0006290,0.2923760098116297,batch_1000-1100.arrow,LOW
0006291,0.44699790757755475,batch_1000-1100.arrow,LOW
0006292,0.609032378488103,batch_1000-1100.arrow,HIGH
0006293,0.6273076264104244,batch_1000-1100.arrow,HIGH
0006294,0.5590631900682653,batch_1000-1100.arrow,HIGH
