filename,ssim,in_range
hd1384.jpg,0.8146,YES
hd1385.jpg,0.5950,NO
hd1386.jpg,0.7183,YES
hd1387.jpg,0.6020,YES
hd1388.jpg,0.8276,YES
hd1389.jpg,0.6961,YES
hd1390.jpg,0.6179,YES
hd1391.jpg,0.6341,YES
hd1392.jpg,0.6816,YES
hd1393.jpg,0.6676,YES
hd1394.jpg,0.6685,YES
hd1396.jpg,0.8040,YES
hd1395.jpg,0.8231,YES
hd1397.jpg,0.5535,NO
hd1398.jpg,0.6446,YES
hd1399.jpg,0.6697,YES
hd14.jpg,0.7455,YES
hd1400.jpg,0.7221,YES
hd1401.jpg,0.6582,YES
hd1402.jpg,0.7191,YES
hd1403.jpg,0.8457,YES
hd1404.jpg,0.6791,YES
hd1406.jpg,0.6502,YES
hd1407.jpg,0.6541,YES
hd1409.jpg,0.5470,NO
hd1411.jpg,0.8255,YES
hd1410.jpg,0.6962,YES
hd1412.jpg,0.6236,YES
hd1413.jpg,0.5869,NO
hd1414.jpg,0.6112,YES
hd1415.jpg,0.5663,NO
hd1417.jpg,0.8435,YES
hd1418.jpg,0.7632,YES
hd1419.jpg,0.5726,NO
hd142.jpg,0.4378,NO
hd1420.jpg,0.7414,YES
hd1421.jpg,0.5035,NO
hd1422.jpg,0.7082,YES
hd1423.jpg,0.4425,NO
hd1424.jpg,0.6139,YES
hd1427.jpg,0.5643,NO
hd1428.jpg,0.5790,NO
hd1426.jpg,0.6096,YES
hd1429.jpg,0.5160,NO
hd143.jpg,0.8369,YES
hd1430.jpg,0.5323,NO
hd1432.jpg,0.7657,YES
hd1431.jpg,0.8091,YES
hd1433.jpg,0.6608,YES
hd1434.jpg,0.5071,NO
hd1436.jpg,0.3957,NO
hd1437.jpg,0.7537,YES
hd1438.jpg,0.5520,NO
hd1439.jpg,0.5930,NO
hd1440.jpg,0.5859,NO
hd1441.jpg,0.5376,NO
hd1442.jpg,0.7915,YES
hd1443.jpg,0.7285,YES
hd1445.jpg,0.8184,YES
hd1446.jpg,0.5608,NO
hd1447.jpg,0.8449,YES
hd1448.jpg,0.7976,YES
hd1450.jpg,0.8243,YES
hd1449.jpg,0.4875,NO
hd1451.jpg,0.8284,YES
hd1452.jpg,0.6257,YES
hd1453.jpg,0.6154,YES
hd1454.jpg,0.6775,YES
hd1455.jpg,0.7365,YES
hd1456.jpg,0.8341,YES
hd1457.jpg,0.6374,YES
hd1458.jpg,0.7018,YES
hd1459.jpg,0.7481,YES
hd1460.jpg,0.8252,YES
hd1461.jpg,0.7873,YES
hd1462.jpg,0.8136,YES
hd1463.jpg,0.5749,NO
hd1464.jpg,0.8214,YES
hd1465.jpg,0.8311,YES
hd1466.jpg,0.8102,YES
hd1467.jpg,0.5747,NO
hd1469.jpg,0.8142,YES
hd1468.jpg,0.7920,YES
hd1470.jpg,0.7682,YES
hd1471.jpg,0.8114,YES
hd1473.jpg,0.6760,YES
hd1474.jpg,0.7566,YES
hd1475.jpg,0.6643,YES
hd1476.jpg,0.5432,NO
hd1477.jpg,0.7051,YES
hd1478.jpg,0.6185,YES
hd1480.jpg,0.8179,YES
hd1481.jpg,0.6647,YES
hd1482.jpg,0.7666,YES
hd1483.jpg,0.6570,YES
hd1484.jpg,0.6487,YES
hd1485.jpg,0.7399,YES
hd1486.jpg,0.7038,YES
hd1487.jpg,0.7052,YES
hd1488.jpg,0.6821,YES
hd1489.jpg,0.8384,YES
hd1490.jpg,0.4783,NO
hd1491.jpg,0.8050,YES
hd1492.jpg,0.6499,YES
hd1493.jpg,0.6767,YES
hd1494.jpg,0.7642,YES
hd1496.jpg,0.6975,YES
hd1497.jpg,0.7559,YES
hd1498.jpg,0.7856,YES
hd1499.jpg,0.7741,YES
hd1500.jpg,0.7440,YES
hd1501.jpg,0.7282,YES
hd1502.jpg,0.7392,YES
hd1503.jpg,0.5226,NO
hd1504.jpg,0.8206,YES
hd1505.jpg,0.7253,YES
hd1506.jpg,0.6699,YES
hd1507.jpg,0.7383,YES
hd1508.jpg,0.8195,YES
hd1509.jpg,0.8295,YES
hd1510.jpg,0.7633,YES
hd1511.jpg,0.4897,NO
hd1512.jpg,0.7724,YES
hd1514.jpg,0.7057,YES
hd1518.jpg,0.4565,NO
hd1517.jpg,0.7275,YES
hd1519.jpg,0.7719,YES
hd1520.jpg,0.5263,NO
hd1521.jpg,0.6549,YES
hd1523.jpg,0.7473,YES
hd1524.jpg,0.7936,YES
hd1526.jpg,0.7375,YES
hd1527.jpg,0.7539,YES
hd1528.jpg,0.7530,YES
hd1529.jpg,0.4461,NO
hd153.jpg,0.8236,YES
hd1530.jpg,0.7187,YES
hd1531.jpg,0.8533,YES
hd1532.jpg,0.6801,YES
hd1533.jpg,0.7574,YES
hd1534.jpg,0.7823,YES
hd1535.jpg,0.7559,YES
hd1536.jpg,0.7561,YES
hd1537.jpg,0.7840,YES
hd1539.jpg,0.7419,YES
hd1538.jpg,0.8096,YES
hd154.jpg,0.7698,YES
hd1540.jpg,0.8260,YES
hd1541.jpg,0.6902,YES
hd1542.jpg,0.4612,NO
hd1543.jpg,0.8020,YES
hd1544.jpg,0.7728,YES
hd1546.jpg,0.7504,YES
hd1545.jpg,0.7662,YES
hd1547.jpg,0.7701,YES
