filename,ssim,in_range
hd1004.jpg,0.5679,YES
hd1000.jpg,0.3633,NO
hd1010.jpg,0.3728,NO
hd1006.jpg,0.3967,NO
hd1005.jpg,0.4237,NO
hd1001.jpg,0.3460,NO
hd1007.jpg,0.5240,YES
hd1003.jpg,0.4642,NO
hd1011.jpg,0.4151,NO
hd1014.jpg,0.4161,NO
hd1012.jpg,0.4390,NO
hd1017.jpg,0.3121,NO
hd1015.jpg,0.3925,NO
hd1016.jpg,0.4086,NO
hd1013.jpg,0.3029,NO
hd1018.jpg,0.2020,NO
hd1029.jpg,0.2975,NO
hd1019.jpg,0.4164,NO
hd1020.jpg,0.4322,NO
hd1026.jpg,0.2908,NO
hd1022.jpg,0.3631,NO
hd1023.jpg,0.4155,NO
hd1027.jpg,0.3735,NO
hd1030.jpg,0.4225,NO
hd1031.jpg,0.7151,YES
hd1032.jpg,0.4406,NO
hd1033.jpg,0.3260,NO
hd1035.jpg,0.3917,NO
hd1037.jpg,0.4996,NO
hd1036.jpg,0.1793,NO
hd1038.jpg,0.4470,NO
hd104.jpg,0.3569,NO
hd1040.jpg,0.4871,NO
hd1041.jpg,0.3451,NO
hd1042.jpg,0.5428,YES
hd1043.jpg,0.4665,NO
hd1044.jpg,0.3070,NO
hd1045.jpg,0.3796,NO
hd1046.jpg,0.1792,NO
hd1047.jpg,0.4173,NO
hd1050.jpg,0.4302,NO
hd1051.jpg,0.3897,NO
hd1053.jpg,0.3865,NO
hd1052.jpg,0.3229,NO
hd1054.jpg,0.3639,NO
hd1055.jpg,0.3503,NO
hd1057.jpg,0.4253,NO
hd1056.jpg,0.1064,NO
hd1059.jpg,0.3605,NO
hd1061.jpg,0.3596,NO
hd1060.jpg,0.3722,NO
hd106.jpg,0.4410,NO
hd1063.jpg,0.4361,NO
hd1062.jpg,0.3397,NO
hd1064.jpg,0.4613,NO
hd1066.jpg,0.3342,NO
hd1067.jpg,0.3224,NO
hd1070.jpg,0.4041,NO
hd1069.jpg,0.6624,YES
hd1071.jpg,0.5154,YES
hd1073.jpg,0.5112,YES
hd1077.jpg,0.3298,NO
hd1078.jpg,0.3754,NO
hd1079.jpg,0.4697,NO
hd1080.jpg,0.1999,NO
hd1081.jpg,0.4699,NO
hd1082.jpg,0.5031,YES
hd1083.jpg,0.3565,NO
hd1086.jpg,0.3707,NO
hd1085.jpg,0.7297,YES
hd1084.jpg,0.5160,YES
hd1088.jpg,0.3160,NO
hd1089.jpg,0.6784,YES
hd1093.jpg,0.3401,NO
hd1091.jpg,0.4823,NO
hd1092.jpg,0.4058,NO
hd1095.jpg,0.6065,YES
hd1096.jpg,0.1955,NO
hd1097.jpg,0.6520,YES
hd1098.jpg,0.5862,YES
hd1099.jpg,0.2995,NO
hd1104.jpg,0.6534,YES
hd1103.jpg,0.6257,YES
hd1100.jpg,0.4055,NO
hd1105.jpg,0.6206,YES
hd1107.jpg,0.6843,YES
hd1106.jpg,0.5748,YES
hd1108.jpg,0.6707,YES
hd1110.jpg,0.6276,YES
hd111.jpg,0.3250,NO
hd1109.jpg,0.4338,NO
hd1111.jpg,0.3933,NO
hd1112.jpg,0.5713,YES
hd1113.jpg,0.3396,NO
hd1114.jpg,0.6205,YES
hd1115.jpg,0.4026,NO
hd1117.jpg,0.6866,YES
hd1116.jpg,0.4211,NO
hd1118.jpg,0.3706,NO
hd1119.jpg,0.4269,NO
hd1121.jpg,0.5534,YES
hd112.jpg,0.3653,NO
hd1120.jpg,0.4157,NO
hd1122.jpg,0.5281,YES
hd1123.jpg,0.6897,YES
hd1124.jpg,0.4228,NO
hd1125.jpg,0.4039,NO
hd1126.jpg,0.3979,NO
hd1128.jpg,0.2911,NO
hd1127.jpg,0.6978,YES
hd1129.jpg,0.3789,NO
hd113.jpg,0.4062,NO
